month,name,market,revenue
2015-07-01,Miss Carrie Robinson,sf-bay-area,577.6956648036412
2015-07-01,Karen Taylor,sf-bay-area,765.0205576110949
2015-07-01,Megan Hughes,sf-bay-area,336.4220453860805
2015-07-01,Anita Alvarez,sf-bay-area,154.676468377938
2015-07-01,Michael Hernandez,sf-bay-area,222.51492084366876
2015-07-01,Stephanie Edwards DDS,other,-5.933720840023668
2015-07-01,Christopher Wright,sf-bay-area,521.7582428768537
2015-07-01,Shawn Anderson,sf-bay-area,728.078546774335
2015-07-01,Jamie Rodriguez,sf-bay-area,705.7798281236936
2015-07-01,Thomas Hodges,sf-bay-area,1537.1456281100059
2015-07-01,Tracy Hunter,sf-bay-area,477.4390745036072
2015-07-01,Tracy Howard,sf-bay-area,433.4324852034557
2015-07-01,Ryan Lewis,sf-bay-area,531.6878042841366
2015-07-01,John Davis,kansas-city,1897.6162670936735
2015-08-01,Rebecca Green,sf-bay-area,236.8769473097371
2015-08-01,Susan Spencer,sf-bay-area,3514.768579786643
2015-08-01,Denise Watson MD,sf-bay-area,257.0914359722349
2015-08-01,Christina Vargas,sf-bay-area,4421.343332932978
2015-08-01,Brittney Landry,kansas-city,559.0870609123089
2015-08-01,Jasmine Brown,kansas-city,2687.8186088754233
2015-08-01,Christopher Hamilton,kansas-city,1220.1041184214278
2015-08-01,Steven Lopez,sf-bay-area,173.65311099711636
2015-08-01,Kenneth Garcia,kansas-city,1358.6304829376325
2015-08-01,Jessica Silva,sf-bay-area,3438.541594920755
2015-08-01,Frank Martinez,sf-bay-area,4883.666937785607
2015-08-01,John Levy,sf-bay-area,1850.2390752408755
2015-08-01,Briana Clements,sf-bay-area,948.2937723997559
2015-08-01,Charles Monroe,sf-bay-area,496.23818930489364
2015-08-01,Emily Mccoy,sf-bay-area,448.2328233127409
2015-08-01,Robert Hart,sf-bay-area,1008.537311985358
2015-08-01,Monica Anderson,sf-bay-area,141.80056853633977
2015-08-01,Jon Sanders,sf-bay-area,1663.9920542863492
2015-08-01,Deborah Bush,sf-bay-area,439.4889489742515
2015-08-01,Bryan Melton,sf-bay-area,3192.0167890931116
2015-08-01,Lindsey Jacobs,sf-bay-area,-46.428148025928564
2015-08-01,James Cooke,sf-bay-area,2437.281412364231
2015-08-01,Cathy Thomas,sf-bay-area,1568.6286472352645
2015-08-01,Rebecca Harding,sf-bay-area,581.1389586550783
2015-08-01,Gabriel Clark,sf-bay-area,1657.8874957608207
2015-08-01,Robin Smith,sf-bay-area,193.72909185268495
2015-08-01,Ross Ryan,sf-bay-area,3405.0930990648258
2015-08-01,Andrea Crawford,sf-bay-area,640.7929870016642
2015-08-01,Kevin Schwartz,sf-bay-area,1333.3500682532404
2015-08-01,Nathan Obrien,sf-bay-area,3673.818120485057
2015-08-01,Gregory Joseph,sf-bay-area,4064.6996708574643
2015-08-01,John Davis,sf-bay-area,1895.464001878462
2015-08-01,Anthony Love,sf-bay-area,540.816091235614
2015-08-01,Donna Bryant,sf-bay-area,2822.943880215287
2015-08-01,Erin Brooks,kansas-city,384.5121514204888
2015-08-01,Pamela Conner,sf-bay-area,3376.5922217977095
2015-08-01,Dr. Jacob Jimenez,sf-bay-area,924.2282192258515
2015-08-01,Jared Rodriguez,sf-bay-area,237.77839198476858
2015-08-01,David Hall,sf-bay-area,2166.3661777965776
2015-08-01,Andrew Robinson,sf-bay-area,1193.9624506971861
2015-08-01,Alexis Lopez,sf-bay-area,1043.2323195685485
2015-08-01,John Hernandez,sf-bay-area,741.8302154326398
2015-08-01,Lance Schmitt,sf-bay-area,3589.066678102279
2015-08-01,Randy Lee,sf-bay-area,3368.2527348171952
2015-08-01,Stephanie Mcintosh,sf-bay-area,1121.3576974342877
2015-08-01,John Thomas,kansas-city,258.1932738510244
2015-08-01,Jamie Acosta DDS,sf-bay-area,1435.6968140505294
2015-08-01,Debbie Pope,sf-bay-area,1005.7872976778904
2015-08-01,Crystal Goodwin,sf-bay-area,245.77889727876118
2015-08-01,Patrick Cardenas,sf-bay-area,754.8594942141076
2015-08-01,Donald Wright,sf-bay-area,425.1915066758969
2015-08-01,Jeremy Turner,sf-bay-area,341.681996132419
2015-08-01,Andrea Saunders,sf-bay-area,1570.4647469279555
2015-08-01,Ronald Morris,sf-bay-area,200.94491616763594
2015-08-01,David West,sf-bay-area,1170.7899836392821
2015-08-01,Judy Lopez,sf-bay-area,4034.9416730523976
2015-08-01,Renee Graham,sf-bay-area,615.2711832293489
2015-08-01,Leah Boyer,kansas-city,993.2010386485996
2015-08-01,Jessica Gordon,sf-bay-area,382.96282166865393
2015-08-01,Jack Pace,sf-bay-area,411.35842664970653
2015-08-01,Alexander Hart,sf-bay-area,2782.869162972032
2015-08-01,Sonia Collins,sf-bay-area,1383.0372682371255
2015-08-01,Diane Johnson,sf-bay-area,135.70185721851436
2015-08-01,Cody King,sf-bay-area,2681.0731929815556
2015-08-01,Eric Wiggins,sf-bay-area,588.7094739472983
2015-08-01,Edgar Roberts,sf-bay-area,1620.5502884030354
2015-08-01,Christopher Williams,sf-bay-area,1513.0858637879808
2015-08-01,Tracy Anderson,sf-bay-area,222.4132722564746
2015-08-01,Richard Richardson,kansas-city,428.6148072308611
2015-08-01,William Patterson,sf-bay-area,393.0807998417214
2015-08-01,Kyle Miller,sf-bay-area,317.0895383700609
2015-08-01,John Wells,sf-bay-area,210.00406265503648
2015-08-01,Christian Ferrell,sf-bay-area,263.4871534594484
2015-08-01,David Oneal,sf-bay-area,222.83663863439094
2015-08-01,Samantha Poole,sf-bay-area,237.80375195824087
2015-08-01,Scott Gross,sf-bay-area,235.08257657056748
2015-08-01,Margaret Harvey,sf-bay-area,560.7666689993591
2015-08-01,Mrs. Jasmine Robinson DVM,kansas-city,2607.2463148749275
2015-09-01,Benjamin Lopez,sf-bay-area,4037.986211323728
2015-09-01,Christopher Park,sf-bay-area,1460.7627578735737
2015-09-01,Crystal Proctor,sf-bay-area,2675.5710949792124
2015-09-01,Melissa Valenzuela,sf-bay-area,451.61013780760544
2015-09-01,Justin Martinez,kansas-city,942.9190866842098
2015-09-01,James Aguirre,kansas-city,2375.836731942185
2015-09-01,Alexander Castro,kansas-city,1813.1432027665282
2015-09-01,Melinda Watson,kansas-city,1802.6581255345225
2015-09-01,Scott Smith,sf-bay-area,2048.141603120947
2015-09-01,David Leon,sf-bay-area,2695.6934775660047
2015-09-01,William Potts,sf-bay-area,3105.200025028545
2015-09-01,Crystal Wilson,sf-bay-area,3144.6732906018888
2015-09-01,Lisa Morton,sf-bay-area,500.6843051261975
2015-09-01,Lori Burke,sf-bay-area,1284.4303009653322
2015-09-01,Thomas Salinas,sf-bay-area,-23.09007596379645
2015-09-01,Denise Long,sf-bay-area,266.3838624584389
2015-09-01,Mrs. Ashley Rose MD,sf-bay-area,1481.9529561632023
2015-09-01,Benjamin Farley,sf-bay-area,194.02071466705652
2015-09-01,Amy Shaffer,sf-bay-area,4087.4301522839637
2015-09-01,Jacob Figueroa,sf-bay-area,911.3541177904993
2015-09-01,Benjamin Burke,sf-bay-area,748.7648260028066
2015-09-01,James Watkins,sf-bay-area,1689.6649968471645
2015-09-01,Amanda Murphy,sf-bay-area,687.2852390480155
2015-09-01,Jessica Peterson,sf-bay-area,804.4880213124111
2015-09-01,James Brock,sf-bay-area,2342.6417468371014
2015-09-01,Sarah Bentley,sf-bay-area,1428.2597265306654
2015-09-01,Marcus West,sf-bay-area,3003.4798592584384
2015-09-01,Rachel Miller,sf-bay-area,3879.4921450840457
2015-09-01,Nicholas Hunter,sf-bay-area,-2.2100214193605723
2015-09-01,Debra Smith,sf-bay-area,1590.595775570879
2015-09-01,Holly Garcia,sf-bay-area,1588.6543217447834
2015-09-01,Jody Martin,sf-bay-area,2353.5352137752866
2015-09-01,Courtney Buchanan,kansas-city,893.2498321402812
2015-09-01,Rose Payne,sf-bay-area,675.3103165733635
2015-09-01,Levi Butler,sf-bay-area,2405.192914809776
2015-09-01,Jessica Baker,sf-bay-area,898.7769649836355
2015-09-01,Levi Wong,sf-bay-area,820.9434539720407
2015-09-01,Julia Phelps,sf-bay-area,636.8474750621622
2015-09-01,Nicholas Davis,sf-bay-area,3953.7556189197508
2015-09-01,Melissa Gonzalez,sf-bay-area,4250.940059689106
2015-09-01,Brandon Johnson,sf-bay-area,1401.2603772983261
2015-09-01,Gary Vaughn,sf-bay-area,1244.1172159831442
2015-09-01,Michael Stone,sf-bay-area,1564.2499039168847
2015-09-01,Holly Guzman,sf-bay-area,607.8127468526523
2015-09-01,Jennifer Meadows,sf-bay-area,4023.205049493982
2015-09-01,Adam Marshall,sf-bay-area,1680.1133600601938
2015-09-01,Frederick Powell,sf-bay-area,1952.6051896007175
2015-09-01,Jimmy Nelson,sf-bay-area,2890.0788645821895
2015-09-01,Alex Mitchell,sf-bay-area,409.1477479573285
2015-09-01,Kurt Fox,kansas-city,1275.0796329529064
2015-09-01,Jerry Walker,sf-bay-area,367.22922596680314
2015-09-01,Stacey West,sf-bay-area,3448.3278191300324
2015-09-01,Joseph Campos,sf-bay-area,176.372812486825
2015-09-01,Lauren Bell,sf-bay-area,1955.8978805298295
2015-09-01,Shawn Rocha,sf-bay-area,853.7576595493076
2015-09-01,Alyssa Melton,sf-bay-area,2161.9328911085763
2015-09-01,Troy Clark,sf-bay-area,1729.07350401097
2015-09-01,Justin Jones,sf-bay-area,3273.762038023907
2015-09-01,Carmen West,sf-bay-area,401.7038751738859
2015-09-01,Christopher White,kansas-city,2601.6931640297134
2015-09-01,Diane Vaughn,sf-bay-area,1706.2538035349583
2015-09-01,Rodney Henry,sf-bay-area,125.23087911651874
2015-09-01,Stephen Cordova,sf-bay-area,2461.466475832359
2015-09-01,Patrick Jones,kansas-city,183.69895332201918
2015-09-01,Brandon Wallace,sf-bay-area,2547.8836073540497
2015-09-01,Brad Cline,other,9.791333609575126
2015-09-01,Joseph Smith,sf-bay-area,288.43983057146113
2015-09-01,Luis Petty,sf-bay-area,741.4659539495758
2015-09-01,Patrick Martin,sf-bay-area,1205.811618210546
2015-09-01,Dale Phillips,sf-bay-area,217.53772771486808
2015-09-01,Gabriel Herrera,sf-bay-area,1418.8268930429492
2015-09-01,Spencer Trevino,sf-bay-area,985.1510651357012
2015-09-01,Hannah Wood,sf-bay-area,891.6770193532521
2015-09-01,Lori Lara,sf-bay-area,690.7275964629763
2015-09-01,Daniel Phelps,sf-bay-area,363.50727763215303
2015-09-01,Charles Williams,sf-bay-area,1308.6553857168562
2015-09-01,David Myers,kansas-city,543.6402949477999
2015-09-01,Elizabeth Mcclure,sf-bay-area,1200.9152055860368
2015-09-01,Lorraine Smith,sf-bay-area,399.2942024108412
2015-09-01,Jose Phillips,sf-bay-area,327.2414171863479
2015-09-01,John Price,sf-bay-area,527.5998720322107
2015-09-01,Jaime Cooper,sf-bay-area,1048.1590236516379
2015-09-01,Lance Gilbert,sf-bay-area,755.7498041335609
2015-09-01,Stephanie Sparks,sf-bay-area,1033.4327199561626
2015-09-01,Christopher Nolan,kansas-city,3068.234117176766
2015-10-01,Sheryl Ibarra,sf-bay-area,3989.0763788048425
2015-10-01,April Jones,sf-bay-area,1014.4118411484382
2015-10-01,Deborah Franklin,sf-bay-area,265.5059390012817
2015-10-01,Brittany Roy,sf-bay-area,296.5006833826135
2015-10-01,Jessica Anthony,kansas-city,698.1206148987598
2015-10-01,Cynthia Ryan,kansas-city,2930.92605015605
2015-10-01,Pam Barajas,kansas-city,1366.3499535089416
2015-10-01,Sonya Kirk,sf-bay-area,673.3950058018186
2015-10-01,Mark Paul,kansas-city,1577.7179413046379
2015-10-01,Mrs. Robin Dawson,sf-bay-area,908.3282891042484
2015-10-01,Tammy Collins,sf-bay-area,722.8772992254654
2015-10-01,Eric Hill,sf-bay-area,3772.9395237087133
2015-10-01,Mrs. Melissa Rodgers,sf-bay-area,3140.16509633763
2015-10-01,Gregory Moore,sf-bay-area,2217.2895217781197
2015-10-01,Matthew Holmes,sf-bay-area,43.740872380344825
2015-10-01,Kyle Jones,sf-bay-area,76.30555359380568
2015-10-01,Taylor Hill,sf-bay-area,970.9982881317542
2015-10-01,Randy Juarez,sf-bay-area,4973.312391537358
2015-10-01,Scott Manning,sf-bay-area,-8.865018490885213
2015-10-01,Daniel Young,sf-bay-area,607.7255718940545
2015-10-01,Cindy Weeks,sf-bay-area,502.55052862022626
2015-10-01,Mike Curtis,sf-bay-area,-18.109265758982186
2015-10-01,Theodore Vaughn,sf-bay-area,1339.8071993203714
2015-10-01,Timothy Salinas,sf-bay-area,3523.597458163678
2015-10-01,Michael Gonzalez,sf-bay-area,3803.0881409168987
2015-10-01,Gene Sharp,sf-bay-area,779.0639279928971
2015-10-01,Robert Anderson,sf-bay-area,5273.4077940142015
2015-10-01,David Fritz,sf-bay-area,3912.388872963365
2015-10-01,Susan Rogers,sf-bay-area,2765.396735194148
2015-10-01,Debbie Davis,sf-bay-area,737.4448867037485
2015-10-01,Nathaniel Wright,sf-bay-area,4864.72165196464
2015-10-01,John Moreno,kansas-city,324.7391427393117
2015-10-01,Noah Ramirez,sf-bay-area,527.5774523067159
2015-10-01,Jason Mclaughlin,sf-bay-area,433.0156891496325
2015-10-01,Linda Griffith,sf-bay-area,3601.6184800313913
2015-10-01,Emily Huerta,sf-bay-area,1847.7750292253338
2015-10-01,Amber White,sf-bay-area,463.67415732655274
2015-10-01,David Sutton,sf-bay-area,4732.306897242324
2015-10-01,Mark Harris,sf-bay-area,4980.524335738516
2015-10-01,Julia Brewer,sf-bay-area,1163.130870196671
2015-10-01,Shelby Strickland,sf-bay-area,646.4261594763127
2015-10-01,Mike Medina,sf-bay-area,308.0572999783056
2015-10-01,Jessica Stewart,sf-bay-area,831.0075591630881
2015-10-01,Nicholas Schwartz,sf-bay-area,1954.6173238987215
2015-10-01,Juan Davis,sf-bay-area,2487.7986486632003
2015-10-01,Christy Wilson,sf-bay-area,40.826225189180406
2015-10-01,Wendy Dunn,sf-bay-area,3916.2581613392363
2015-10-01,Kristin Robinson,sf-bay-area,152.47628050597115
2015-10-01,Jeffrey Vasquez,sf-bay-area,1013.3311915661391
2015-10-01,Sarah Williams,kansas-city,445.36405139888745
2015-10-01,Nicole Hammond,sf-bay-area,608.0496522355977
2015-10-01,Daniel Miller,sf-bay-area,3369.656418366499
2015-10-01,John Haley II,sf-bay-area,835.8219799830761
2015-10-01,Laurie Campbell,sf-bay-area,1180.1070483342182
2015-10-01,Michael Hensley,sf-bay-area,3506.0250156562247
2015-10-01,Pedro Sanchez,sf-bay-area,2828.73616782814
2015-10-01,Stanley Hart,sf-bay-area,3683.904624831254
2015-10-01,Beth Garcia,sf-bay-area,188.03274480533037
2015-10-01,Lauren Chandler,kansas-city,3132.6114318864265
2015-10-01,Benjamin Brown,sf-bay-area,1651.5004606570128
2015-10-01,Brooke Newman,sf-bay-area,1331.5707906014206
2015-10-01,John Rice,sf-bay-area,549.1364644424389
2015-10-01,Anne Larson,kansas-city,1445.1800631933386
2015-10-01,Sharon Pierce,sf-bay-area,2751.8415142609765
2015-10-01,Bradley Simpson,sf-bay-area,345.41206676726836
2015-10-01,Carrie Jones,sf-bay-area,896.5002495200874
2015-10-01,Ronnie Schultz,sf-bay-area,90.95390779859497
2015-10-01,Angela Franklin,sf-bay-area,1861.982120857236
2015-10-01,Mrs. Christina Jenkins,sf-bay-area,2563.0960386429974
2015-10-01,Danielle Donaldson,sf-bay-area,2177.564306564125
2015-10-01,Joseph Braun,sf-bay-area,337.1408200285837
2015-10-01,Paul Dean,sf-bay-area,3225.941665663449
2015-10-01,Paul Dalton MD,sf-bay-area,1385.3347166049828
2015-10-01,Allison Barton,sf-bay-area,3268.1425636574922
2015-10-01,Rodney Moore,kansas-city,1636.3640104770504
2015-10-01,Kyle Lindsey,sf-bay-area,641.5391337803064
2015-10-01,Alejandra Leonard,sf-bay-area,563.986931686098
2015-10-01,Tom Prince,sf-bay-area,902.2858794744983
2015-10-01,Alan Harrington,sf-bay-area,223.31017346099736
2015-10-01,Barbara Sanchez,sf-bay-area,810.4502584760617
2015-10-01,Adam Smith,sf-bay-area,2856.8109161073585
2015-10-01,Kevin Brewer,sf-bay-area,1282.3451545799135
2015-10-01,William Todd,sf-bay-area,697.3714974172635
2015-10-01,Ana Li,sf-bay-area,2833.669816996825
2015-10-01,Heather Rivera DDS,sf-bay-area,1458.4935192944654
2015-10-01,Kent Walker,sf-bay-area,288.13850983738223
2015-10-01,Kendra Dixon,sf-bay-area,1352.9616095996812
2015-10-01,Timothy Thomas,sf-bay-area,209.67743816697424
2015-10-01,Craig Griffith,sf-bay-area,2422.8048176518805
2015-10-01,Justin Mitchell,sf-bay-area,1362.5708856947667
2015-10-01,Ashley Bradley,sf-bay-area,166.80826514803996
2015-10-01,Kyle Russell,sf-bay-area,1353.946886517142
2015-10-01,Mr. Timothy Robertson,kansas-city,1072.1521498724308
2015-10-01,Stephanie Wu MD,sf-bay-area,744.9440963291605
2015-10-01,Lisa Mcdowell,sf-bay-area,254.57081857664488
2015-10-01,Miguel Roberts,sf-bay-area,726.9144072431061
2015-10-01,Joe Walker,sf-bay-area,175.49958390851594
2015-10-01,Jackson Grant,sf-bay-area,229.8910956078405
2015-10-01,Juan Rodriguez,sf-bay-area,1096.7881454941707
2015-10-01,Melody Ramos,kansas-city,2968.1935942581863
2015-11-01,Erika Waters,sf-bay-area,3247.891445324486
2015-11-01,Jacob Vazquez,sf-bay-area,248.49470396997663
2015-11-01,David Winters,sf-bay-area,8.687664717503807
2015-11-01,Diane Richards,kansas-city,593.9827050982861
2015-11-01,Susan Jones,kansas-city,454.56670264904574
2015-11-01,Justin Pruitt,sf-bay-area,263.8488216178291
2015-11-01,Mary Shah MD,kansas-city,121.25946498219318
2015-11-01,Aaron Cobb,sf-bay-area,2578.798935567996
2015-11-01,Stacy Sparks,sf-bay-area,642.9397996644788
2015-11-01,Jared White,sf-bay-area,1167.9813423260607
2015-11-01,Kenneth Watts,sf-bay-area,212.34284241141742
2015-11-01,Craig Arias,sf-bay-area,2200.5818144901946
2015-11-01,Kristen Phillips,sf-bay-area,424.1762965071504
2015-11-01,Morgan Butler,sf-bay-area,374.4387378279227
2015-11-01,Mark Barber,sf-bay-area,758.0010944652955
2015-11-01,Sarah Roberts,sf-bay-area,655.8031155427584
2015-11-01,Johnathan Mcgee,sf-bay-area,2456.3378327898095
2015-11-01,Jennifer Page,sf-bay-area,2957.433273152407
2015-11-01,Sandra Pollard,sf-bay-area,1843.7424701594505
2015-11-01,Sara Smith,sf-bay-area,1397.9465566931783
2015-11-01,Molly Hamilton,sf-bay-area,1530.5746400937282
2015-11-01,James Hanson,sf-bay-area,2335.396901668419
2015-11-01,William Potts,kansas-city,111.08992277365644
